depotCity,depotCountry,gglCountryAscii,depotGglAddressAscii,depotGglLat,depotGglLong,emdatCity,emdatCountry,gglCountryAscii,disasterGglAddressAscii,disasterGglLat,disasterGglLong,drivingTime_hrs,distance_km
Maintirano,Madagascar,Madagascar,"Maintirano, Madagascar",-18.0646,44.0295,Amoron'i Mania,Madagascar,Madagascar,"Ambositra, Madagascar",-20.5167,47.25,11.2,644
Maintirano,Madagascar,Madagascar,"Maintirano, Madagascar",-18.0646,44.0295,Analamanga,Madagascar,Madagascar,"Antananarivo, Madagascar",-18.9085,47.5375,8.3,506
Maintirano,Madagascar,Madagascar,"Maintirano, Madagascar",-18.0646,44.0295,Analanjirofo,Madagascar,Madagascar,"Fenoarivo Atsinanana, Madagascar",-17.3843,49.4098,18.2,949
Maintirano,Madagascar,Madagascar,"Maintirano, Madagascar",-18.0646,44.0295,Anosy,Madagascar,Madagascar,"Taolagnaro, Madagascar",-25.0316,46.99,30,1376
Maintirano,Madagascar,Madagascar,"Maintirano, Madagascar",-18.0646,44.0295,Atsimo-Andrefana,Madagascar,Madagascar,"Toliara, Madagascar",-23.35,43.6667,22.5,1310
Maintirano,Madagascar,Madagascar,"Maintirano, Madagascar",-18.0646,44.0295,Atsimo-Atsinanana,Madagascar,Madagascar,"Farafangana, Madagascar",-22.8167,47.8167,19.25,1062
Maintirano,Madagascar,Madagascar,"Maintirano, Madagascar",-18.0646,44.0295,Atsinanana,Madagascar,Madagascar,"Toamasina, Madagascar",-18.1499,49.4023,15.75,851
Maintirano,Madagascar,Madagascar,"Maintirano, Madagascar",-18.0646,44.0295,Betsiboka,Madagascar,Madagascar,"Maevatanana, Madagascar",-16.9504,46.8281,13.65,814
Maintirano,Madagascar,Madagascar,"Maintirano, Madagascar",-18.0646,44.0295,Boeny,Madagascar,Madagascar,"Mahajanga, Madagascar",-15.7167,46.3167,18.5,1067
Maintirano,Madagascar,Madagascar,"Maintirano, Madagascar",-18.0646,44.0295,Bongolava,Madagascar,Madagascar,"Tsiroanomandidy, Madagascar",-18.7698,46.05,4.5,292
Maintirano,Madagascar,Madagascar,"Maintirano, Madagascar",-18.0646,44.0295,Diana,Madagascar,Madagascar,"Antsiranana, Madagascar",-12.2667,49.2833,33,1610
Maintirano,Madagascar,Madagascar,"Maintirano, Madagascar",-18.0646,44.0295,Haute Matsiatra,Madagascar,Madagascar,"Fianarantsoa, Madagascar",-21.447,47.0872,14.7,794
Maintirano,Madagascar,Madagascar,"Maintirano, Madagascar",-18.0646,44.0295,Ihorombe,Madagascar,Madagascar,"Ihosy, Madagascar",-22.3961,46.1217,17.7,986
Maintirano,Madagascar,Madagascar,"Maintirano, Madagascar",-18.0646,44.0295,Itasy,Madagascar,Madagascar,"Miarinarivo, Madagascar",-18.9608,46.9036,6.4,414
Maintirano,Madagascar,Madagascar,"Maintirano, Madagascar",-18.0646,44.0295,Melaky,Madagascar,Madagascar,"Maintirano, Madagascar",-18.0646,44.0295,0,0
Maintirano,Madagascar,Madagascar,"Maintirano, Madagascar",-18.0646,44.0295,Menabe,Madagascar,Madagascar,"Morondava, Madagascar",-20.2847,44.3175,17.75,1083
Maintirano,Madagascar,Madagascar,"Maintirano, Madagascar",-18.0646,44.0295,Sava,Madagascar,Madagascar,"Sambava, Madagascar",-14.2667,50.1667,35,1783
Maintirano,Madagascar,Madagascar,"Maintirano, Madagascar",-18.0646,44.0295,Sofia,Madagascar,Madagascar,"Antsohihy, Madagascar",-14.8762,47.9835,20.75,1191
Maintirano,Madagascar,Madagascar,"Maintirano, Madagascar",-18.0646,44.0295,Vakinankaratra,Madagascar,Madagascar,"Antsirabe, Madagascar",-19.8667,47.0333,9.4,553
Maintirano,Madagascar,Madagascar,"Maintirano, Madagascar",-18.0646,44.0295,Vatovavy,Madagascar,Madagascar,"Mananjary, Madagascar",-21.2367,48.3461,16.9,917
Maintirano,Madagascar,Madagascar,"Maintirano, Madagascar",-18.0646,44.0295,Vatovavy-Fitovinany,Madagascar,Madagascar,"Manakara, Madagascar",-22.15,48,17.5,960
Morondava,Madagascar,Madagascar,"Morondava, Madagascar",-20.2847,44.3175,Alaotra-Mangoro,Madagascar,Madagascar,"Ambatondrazaka, Madagascar",-17.8237,48.4263,16,907
Morondava,Madagascar,Madagascar,"Morondava, Madagascar",-20.2847,44.3175,Amoron'i Mania,Madagascar,Madagascar,"Ambositra, Madagascar",-20.5167,47.25,6,439
Morondava,Madagascar,Madagascar,"Morondava, Madagascar",-20.2847,44.3175,Analamanga,Madagascar,Madagascar,"Antananarivo, Madagascar",-18.9085,47.5375,11,645
Morondava,Madagascar,Madagascar,"Morondava, Madagascar",-20.2847,44.3175,Analanjirofo,Madagascar,Madagascar,"Fenoarivo Atsinanana, Madagascar",-17.3843,49.4098,21,1085
Morondava,Madagascar,Madagascar,"Morondava, Madagascar",-20.2847,44.3175,Anosy,Madagascar,Madagascar,"Taolagnaro, Madagascar",-25.0316,46.99,23,1167
Morondava,Madagascar,Madagascar,"Morondava, Madagascar",-20.2847,44.3175,Atsimo-Andrefana,Madagascar,Madagascar,"Toliara, Madagascar",-23.35,43.6667,15,984
Morondava,Madagascar,Madagascar,"Morondava, Madagascar",-20.2847,44.3175,Atsimo-Atsinanana,Madagascar,Madagascar,"Farafangana, Madagascar",-22.8167,47.8167,13,809
Morondava,Madagascar,Madagascar,"Morondava, Madagascar",-20.2847,44.3175,Atsinanana,Madagascar,Madagascar,"Toamasina, Madagascar",-18.1499,49.4023,18,987
Morondava,Madagascar,Madagascar,"Morondava, Madagascar",-20.2847,44.3175,Betsiboka,Madagascar,Madagascar,"Maevatanana, Madagascar",-16.9504,46.8281,16,962
Morondava,Madagascar,Madagascar,"Morondava, Madagascar",-20.2847,44.3175,Boeny,Madagascar,Madagascar,"Mahajanga, Madagascar",-15.7167,46.3167,21,1217
Morondava,Madagascar,Madagascar,"Morondava, Madagascar",-20.2847,44.3175,Bongolava,Madagascar,Madagascar,"Tsiroanomandidy, Madagascar",-18.7698,46.05,12,740
Morondava,Madagascar,Madagascar,"Morondava, Madagascar",-20.2847,44.3175,Diana,Madagascar,Madagascar,"Antsiranana, Madagascar",-12.2667,49.2833,36,1765
Morondava,Madagascar,Madagascar,"Morondava, Madagascar",-20.2847,44.3175,Haute Matsiatra,Madagascar,Madagascar,"Fianarantsoa, Madagascar",-21.447,47.0872,8,540
Morondava,Madagascar,Madagascar,"Morondava, Madagascar",-20.2847,44.3175,Ihorombe,Madagascar,Madagascar,"Ihosy, Madagascar",-22.3961,46.1217,10,660
Morondava,Madagascar,Madagascar,"Morondava, Madagascar",-20.2847,44.3175,Itasy,Madagascar,Madagascar,"Miarinarivo, Madagascar",-18.9608,46.9036,11,665
Morondava,Madagascar,Madagascar,"Morondava, Madagascar",-20.2847,44.3175,Melaky,Madagascar,Madagascar,"Maintirano, Madagascar",-18.0646,44.0295,17.07,1027
Morondava,Madagascar,Madagascar,"Morondava, Madagascar",-20.2847,44.3175,Menabe,Madagascar,Madagascar,"Morondava, Madagascar",-20.2847,44.3175,0,0
Morondava,Madagascar,Madagascar,"Morondava, Madagascar",-20.2847,44.3175,Sava,Madagascar,Madagascar,"Sambava, Madagascar",-14.2667,50.1667,37,1931
Morondava,Madagascar,Madagascar,"Morondava, Madagascar",-20.2847,44.3175,Sofia,Madagascar,Madagascar,"Antsohihy, Madagascar",-14.8762,47.9835,24,1341
Morondava,Madagascar,Madagascar,"Morondava, Madagascar",-20.2847,44.3175,Vakinankaratra,Madagascar,Madagascar,"Antsirabe, Madagascar",-19.8667,47.0333,7,481
Morondava,Madagascar,Madagascar,"Morondava, Madagascar",-20.2847,44.3175,Vatovavy,Madagascar,Madagascar,"Mananjary, Madagascar",-21.2367,48.3461,10,662
Morondava,Madagascar,Madagascar,"Morondava, Madagascar",-20.2847,44.3175,Vatovavy-Fitovinany,Madagascar,Madagascar,"Manakara, Madagascar",-22.15,48,11,708
Antalaha,Madagascar,Madagascar,"Antalaha, Madagascar",-14.8833,50.2833,Alaotra-Mangoro,Madagascar,Madagascar,"Ambatondrazaka, Madagascar",-17.8237,48.4263,24,1134
Antalaha,Madagascar,Madagascar,"Antalaha, Madagascar",-14.8833,50.2833,Amoron'i Mania,Madagascar,Madagascar,"Ambositra, Madagascar",-20.5167,47.25,33,1620
Antalaha,Madagascar,Madagascar,"Antalaha, Madagascar",-14.8833,50.2833,Analamanga,Madagascar,Madagascar,"Antananarivo, Madagascar",-18.9085,47.5375,27,1367
Antalaha,Madagascar,Madagascar,"Antalaha, Madagascar",-14.8833,50.2833,Analanjirofo,Madagascar,Madagascar,"Fenoarivo Atsinanana, Madagascar",-17.3843,49.4098,35,1636
Antalaha,Madagascar,Madagascar,"Antalaha, Madagascar",-14.8833,50.2833,Anosy,Madagascar,Madagascar,"Taolagnaro, Madagascar",-25.0316,46.99,52,2355
Antalaha,Madagascar,Madagascar,"Antalaha, Madagascar",-14.8833,50.2833,Atsimo-Andrefana,Madagascar,Madagascar,"Toliara, Madagascar",-23.35,43.6667,44,2290
Antalaha,Madagascar,Madagascar,"Antalaha, Madagascar",-14.8833,50.2833,Atsimo-Atsinanana,Madagascar,Madagascar,"Farafangana, Madagascar",-22.8167,47.8167,41,2040
Antalaha,Madagascar,Madagascar,"Antalaha, Madagascar",-14.8833,50.2833,Atsinanana,Madagascar,Madagascar,"Toamasina, Madagascar",-18.1499,49.4023,33,1539
Antalaha,Madagascar,Madagascar,"Antalaha, Madagascar",-14.8833,50.2833,Betsiboka,Madagascar,Madagascar,"Maevatanana, Madagascar",-16.9504,46.8281,22,1047
Antalaha,Madagascar,Madagascar,"Antalaha, Madagascar",-14.8833,50.2833,Boeny,Madagascar,Madagascar,"Mahajanga, Madagascar",-15.7167,46.3167,22,1056
Antalaha,Madagascar,Madagascar,"Antalaha, Madagascar",-14.8833,50.2833,Bongolava,Madagascar,Madagascar,"Tsiroanomandidy, Madagascar",-18.7698,46.05,31,1569
Antalaha,Madagascar,Madagascar,"Antalaha, Madagascar",-14.8833,50.2833,Diana,Madagascar,Madagascar,"Antsiranana, Madagascar",-12.2667,49.2833,12,507
Antalaha,Madagascar,Madagascar,"Antalaha, Madagascar",-14.8833,50.2833,Haute Matsiatra,Madagascar,Madagascar,"Fianarantsoa, Madagascar",-21.447,47.0872,36,1772
Antalaha,Madagascar,Madagascar,"Antalaha, Madagascar",-14.8833,50.2833,Ihorombe,Madagascar,Madagascar,"Ihosy, Madagascar",-22.3961,46.1217,39,1965
Antalaha,Madagascar,Madagascar,"Antalaha, Madagascar",-14.8833,50.2833,Itasy,Madagascar,Madagascar,"Miarinarivo, Madagascar",-18.9608,46.9036,29,1449
Antalaha,Madagascar,Madagascar,"Antalaha, Madagascar",-14.8833,50.2833,Melaky,Madagascar,Madagascar,"Maintirano, Madagascar",-18.0646,44.0295,36,1857
Antalaha,Madagascar,Madagascar,"Antalaha, Madagascar",-14.8833,50.2833,Menabe,Madagascar,Madagascar,"Morondava, Madagascar",-20.2847,44.3175,39,2059
Antalaha,Madagascar,Madagascar,"Antalaha, Madagascar",-14.8833,50.2833,Sava,Madagascar,Madagascar,"Sambava, Madagascar",-14.2667,50.1667,1,78
Antalaha,Madagascar,Madagascar,"Antalaha, Madagascar",-14.8833,50.2833,Sofia,Madagascar,Madagascar,"Antsohihy, Madagascar",-14.8762,47.9835,15,672
Antalaha,Madagascar,Madagascar,"Antalaha, Madagascar",-14.8833,50.2833,Vakinankaratra,Madagascar,Madagascar,"Antsirabe, Madagascar",-19.8667,47.0333,31,1529
Antalaha,Madagascar,Madagascar,"Antalaha, Madagascar",-14.8833,50.2833,Vatovavy,Madagascar,Madagascar,"Mananjary, Madagascar",-21.2367,48.3461,38,1894
Antalaha,Madagascar,Madagascar,"Antalaha, Madagascar",-14.8833,50.2833,Vatovavy-Fitovinany,Madagascar,Madagascar,"Manakara, Madagascar",-22.15,48,39,1939
Sambava,Madagascar,Madagascar,"Sambava, Madagascar",-14.2667,50.1667,Alaotra-Mangoro,Madagascar,Madagascar,"Ambatondrazaka, Madagascar",-17.8237,48.4263,23,1055
Sambava,Madagascar,Madagascar,"Sambava, Madagascar",-14.2667,50.1667,Amoron'i Mania,Madagascar,Madagascar,"Ambositra, Madagascar",-20.5167,47.25,31,1541
Sambava,Madagascar,Madagascar,"Sambava, Madagascar",-14.2667,50.1667,Analamanga,Madagascar,Madagascar,"Antananarivo, Madagascar",-18.9085,47.5375,26,1288
Sambava,Madagascar,Madagascar,"Sambava, Madagascar",-14.2667,50.1667,Analanjirofo,Madagascar,Madagascar,"Fenoarivo Atsinanana, Madagascar",-17.3843,49.4098,34,1558
Sambava,Madagascar,Madagascar,"Sambava, Madagascar",-14.2667,50.1667,Anosy,Madagascar,Madagascar,"Taolagnaro, Madagascar",-25.0316,46.99,50,2277
Sambava,Madagascar,Madagascar,"Sambava, Madagascar",-14.2667,50.1667,Atsimo-Andrefana,Madagascar,Madagascar,"Toliara, Madagascar",-23.35,43.6667,43,2211
Sambava,Madagascar,Madagascar,"Sambava, Madagascar",-14.2667,50.1667,Atsimo-Atsinanana,Madagascar,Madagascar,"Farafangana, Madagascar",-22.8167,47.8167,39,1962
Sambava,Madagascar,Madagascar,"Sambava, Madagascar",-14.2667,50.1667,Atsinanana,Madagascar,Madagascar,"Toamasina, Madagascar",-18.1499,49.4023,31,1460
Sambava,Madagascar,Madagascar,"Sambava, Madagascar",-14.2667,50.1667,Betsiboka,Madagascar,Madagascar,"Maevatanana, Madagascar",-16.9504,46.8281,20,968
Sambava,Madagascar,Madagascar,"Sambava, Madagascar",-14.2667,50.1667,Boeny,Madagascar,Madagascar,"Mahajanga, Madagascar",-15.7167,46.3167,21,977
Sambava,Madagascar,Madagascar,"Sambava, Madagascar",-14.2667,50.1667,Bongolava,Madagascar,Madagascar,"Tsiroanomandidy, Madagascar",-18.7698,46.05,29,1491
Sambava,Madagascar,Madagascar,"Sambava, Madagascar",-14.2667,50.1667,Diana,Madagascar,Madagascar,"Antsiranana, Madagascar",-12.2667,49.2833,10,429
Sambava,Madagascar,Madagascar,"Sambava, Madagascar",-14.2667,50.1667,Haute Matsiatra,Madagascar,Madagascar,"Fianarantsoa, Madagascar",-21.447,47.0872,35,1693
Sambava,Madagascar,Madagascar,"Sambava, Madagascar",-14.2667,50.1667,Ihorombe,Madagascar,Madagascar,"Ihosy, Madagascar",-22.3961,46.1217,38,1887
Sambava,Madagascar,Madagascar,"Sambava, Madagascar",-14.2667,50.1667,Itasy,Madagascar,Madagascar,"Miarinarivo, Madagascar",-18.9608,46.9036,28,1370
Sambava,Madagascar,Madagascar,"Sambava, Madagascar",-14.2667,50.1667,Melaky,Madagascar,Madagascar,"Maintirano, Madagascar",-18.0646,44.0295,34,1777
Sambava,Madagascar,Madagascar,"Sambava, Madagascar",-14.2667,50.1667,Menabe,Madagascar,Madagascar,"Morondava, Madagascar",-20.2847,44.3175,38,1980
Sambava,Madagascar,Madagascar,"Sambava, Madagascar",-14.2667,50.1667,Sava,Madagascar,Madagascar,"Sambava, Madagascar",-14.2667,50.1667,0,0
Sambava,Madagascar,Madagascar,"Sambava, Madagascar",-14.2667,50.1667,Sofia,Madagascar,Madagascar,"Antsohihy, Madagascar",-14.8762,47.9835,13,593
Sambava,Madagascar,Madagascar,"Sambava, Madagascar",-14.2667,50.1667,Vakinankaratra,Madagascar,Madagascar,"Antsirabe, Madagascar",-19.8667,47.0333,29,1451
Sambava,Madagascar,Madagascar,"Sambava, Madagascar",-14.2667,50.1667,Vatovavy,Madagascar,Madagascar,"Mananjary, Madagascar",-21.2367,48.3461,37,1815
Sambava,Madagascar,Madagascar,"Sambava, Madagascar",-14.2667,50.1667,Vatovavy-Fitovinany,Madagascar,Madagascar,"Manakara, Madagascar",-22.15,48,38,1860
Antsohihy,Madagascar,Madagascar,"Antsohihy, Madagascar",-14.8762,47.9835,Alaotra-Mangoro,Madagascar,Madagascar,"Ambatondrazaka, Madagascar",-17.8237,48.4263,10,483
Antsohihy,Madagascar,Madagascar,"Antsohihy, Madagascar",-14.8762,47.9835,Amoron'i Mania,Madagascar,Madagascar,"Ambositra, Madagascar",-20.5167,47.25,18,952
Antsohihy,Madagascar,Madagascar,"Antsohihy, Madagascar",-14.8762,47.9835,Analamanga,Madagascar,Madagascar,"Antananarivo, Madagascar",-18.9085,47.5375,13,698
Antsohihy,Madagascar,Madagascar,"Antsohihy, Madagascar",-14.8762,47.9835,Analanjirofo,Madagascar,Madagascar,"Fenoarivo Atsinanana, Madagascar",-17.3843,49.4098,21,986
Antsohihy,Madagascar,Madagascar,"Antsohihy, Madagascar",-14.8762,47.9835,Anosy,Madagascar,Madagascar,"Taolagnaro, Madagascar",-25.0316,46.99,37,1687
Antsohihy,Madagascar,Madagascar,"Antsohihy, Madagascar",-14.8762,47.9835,Atsimo-Andrefana,Madagascar,Madagascar,"Toliara, Madagascar",-23.35,43.6667,29,1621
Antsohihy,Madagascar,Madagascar,"Antsohihy, Madagascar",-14.8762,47.9835,Atsimo-Atsinanana,Madagascar,Madagascar,"Farafangana, Madagascar",-22.8167,47.8167,26,1372
Antsohihy,Madagascar,Madagascar,"Antsohihy, Madagascar",-14.8762,47.9835,Atsinanana,Madagascar,Madagascar,"Toamasina, Madagascar",-18.1499,49.4023,18,888
Antsohihy,Madagascar,Madagascar,"Antsohihy, Madagascar",-14.8762,47.9835,Betsiboka,Madagascar,Madagascar,"Maevatanana, Madagascar",-16.9504,46.8281,7,379
Antsohihy,Madagascar,Madagascar,"Antsohihy, Madagascar",-14.8762,47.9835,Boeny,Madagascar,Madagascar,"Mahajanga, Madagascar",-15.7167,46.3167,7,387
Antsohihy,Madagascar,Madagascar,"Antsohihy, Madagascar",-14.8762,47.9835,Bongolava,Madagascar,Madagascar,"Tsiroanomandidy, Madagascar",-18.7698,46.05,16,901
Antsohihy,Madagascar,Madagascar,"Antsohihy, Madagascar",-14.8762,47.9835,Diana,Madagascar,Madagascar,"Antsiranana, Madagascar",-12.2667,49.2833,12,427
Antsohihy,Madagascar,Madagascar,"Antsohihy, Madagascar",-14.8762,47.9835,Haute Matsiatra,Madagascar,Madagascar,"Fianarantsoa, Madagascar",-21.447,47.0872,21,1103
Antsohihy,Madagascar,Madagascar,"Antsohihy, Madagascar",-14.8762,47.9835,Ihorombe,Madagascar,Madagascar,"Ihosy, Madagascar",-22.3961,46.1217,24,1297
Antsohihy,Madagascar,Madagascar,"Antsohihy, Madagascar",-14.8762,47.9835,Itasy,Madagascar,Madagascar,"Miarinarivo, Madagascar",-18.9608,46.9036,14,780
Antsohihy,Madagascar,Madagascar,"Antsohihy, Madagascar",-14.8762,47.9835,Melaky,Madagascar,Madagascar,"Maintirano, Madagascar",-18.0646,44.0295,20.67,1184
Antsohihy,Madagascar,Madagascar,"Antsohihy, Madagascar",-14.8762,47.9835,Menabe,Madagascar,Madagascar,"Morondava, Madagascar",-20.2847,44.3175,24,1390
Antsohihy,Madagascar,Madagascar,"Antsohihy, Madagascar",-14.8762,47.9835,Sava,Madagascar,Madagascar,"Sambava, Madagascar",-14.2667,50.1667,13,593
Antsohihy,Madagascar,Madagascar,"Antsohihy, Madagascar",-14.8762,47.9835,Sofia,Madagascar,Madagascar,"Antsohihy, Madagascar",-14.8762,47.9835,0,0
Antsohihy,Madagascar,Madagascar,"Antsohihy, Madagascar",-14.8762,47.9835,Vakinankaratra,Madagascar,Madagascar,"Antsirabe, Madagascar",-19.8667,47.0333,16,861
Antsohihy,Madagascar,Madagascar,"Antsohihy, Madagascar",-14.8762,47.9835,Vatovavy,Madagascar,Madagascar,"Mananjary, Madagascar",-21.2367,48.3461,23,1225
Antsohihy,Madagascar,Madagascar,"Antsohihy, Madagascar",-14.8762,47.9835,Vatovavy-Fitovinany,Madagascar,Madagascar,"Manakara, Madagascar",-22.15,48,24,1271
Manakara,Madagascar,Madagascar,"Manakara, Madagascar",-22.15,48,Alaotra-Mangoro,Madagascar,Madagascar,"Ambatondrazaka, Madagascar",-17.8237,48.4263,17,836
Manakara,Madagascar,Madagascar,"Manakara, Madagascar",-22.15,48,Amoron'i Mania,Madagascar,Madagascar,"Ambositra, Madagascar",-20.5167,47.25,6,319
Manakara,Madagascar,Madagascar,"Manakara, Madagascar",-22.15,48,Analamanga,Madagascar,Madagascar,"Antananarivo, Madagascar",-18.9085,47.5375,11,574
Manakara,Madagascar,Madagascar,"Manakara, Madagascar",-22.15,48,Analanjirofo,Madagascar,Madagascar,"Fenoarivo Atsinanana, Madagascar",-17.3843,49.4098,17,721
Manakara,Madagascar,Madagascar,"Manakara, Madagascar",-22.15,48,Anosy,Madagascar,Madagascar,"Taolagnaro, Madagascar",-25.0316,46.99,12,417
Manakara,Madagascar,Madagascar,"Manakara, Madagascar",-22.15,48,Atsimo-Andrefana,Madagascar,Madagascar,"Toliara, Madagascar",-23.35,43.6667,11,698
Manakara,Madagascar,Madagascar,"Manakara, Madagascar",-22.15,48,Atsimo-Atsinanana,Madagascar,Madagascar,"Farafangana, Madagascar",-22.8167,47.8167,1,101
Manakara,Madagascar,Madagascar,"Manakara, Madagascar",-22.15,48,Atsinanana,Madagascar,Madagascar,"Toamasina, Madagascar",-18.1499,49.4023,14,624
Manakara,Madagascar,Madagascar,"Manakara, Madagascar",-22.15,48,Betsiboka,Madagascar,Madagascar,"Maevatanana, Madagascar",-16.9504,46.8281,17,891
Manakara,Madagascar,Madagascar,"Manakara, Madagascar",-22.15,48,Boeny,Madagascar,Madagascar,"Mahajanga, Madagascar",-15.7167,46.3167,22,1146
Manakara,Madagascar,Madagascar,"Manakara, Madagascar",-22.15,48,Bongolava,Madagascar,Madagascar,"Tsiroanomandidy, Madagascar",-18.7698,46.05,13,669
Manakara,Madagascar,Madagascar,"Manakara, Madagascar",-22.15,48,Diana,Madagascar,Madagascar,"Antsiranana, Madagascar",-12.2667,49.2833,36,1694
Manakara,Madagascar,Madagascar,"Manakara, Madagascar",-22.15,48,Haute Matsiatra,Madagascar,Madagascar,"Fianarantsoa, Madagascar",-21.447,47.0872,4,243
Manakara,Madagascar,Madagascar,"Manakara, Madagascar",-22.15,48,Ihorombe,Madagascar,Madagascar,"Ihosy, Madagascar",-22.3961,46.1217,6,373
Manakara,Madagascar,Madagascar,"Manakara, Madagascar",-22.15,48,Itasy,Madagascar,Madagascar,"Miarinarivo, Madagascar",-18.9608,46.9036,12,594
Manakara,Madagascar,Madagascar,"Manakara, Madagascar",-22.15,48,Melaky,Madagascar,Madagascar,"Maintirano, Madagascar",-18.0646,44.0295,17.38,952
Manakara,Madagascar,Madagascar,"Manakara, Madagascar",-22.15,48,Menabe,Madagascar,Madagascar,"Morondava, Madagascar",-20.2847,44.3175,11,707
Manakara,Madagascar,Madagascar,"Manakara, Madagascar",-22.15,48,Sava,Madagascar,Madagascar,"Sambava, Madagascar",-14.2667,50.1667,38,1860
Manakara,Madagascar,Madagascar,"Manakara, Madagascar",-22.15,48,Sofia,Madagascar,Madagascar,"Antsohihy, Madagascar",-14.8762,47.9835,24,1270
Manakara,Madagascar,Madagascar,"Manakara, Madagascar",-22.15,48,Vakinankaratra,Madagascar,Madagascar,"Antsirabe, Madagascar",-19.8667,47.0333,8,409
Manakara,Madagascar,Madagascar,"Manakara, Madagascar",-22.15,48,Vatovavy,Madagascar,Madagascar,"Mananjary, Madagascar",-21.2367,48.3461,2,163
Manakara,Madagascar,Madagascar,"Manakara, Madagascar",-22.15,48,Vatovavy-Fitovinany,Madagascar,Madagascar,"Manakara, Madagascar",-22.15,48,0,0
Ambatondrazaka,Madagascar,Madagascar,"Ambatondrazaka, Madagascar",-17.8237,48.4263,Androy,Madagascar,Madagascar,"Ambovombe-Androy, Madagascar",-25.17613271,46.08937803,26,1262
Ambositra,Madagascar,Madagascar,"Ambositra, Madagascar",-20.5167,47.25,Androy,Madagascar,Madagascar,"Ambovombe-Androy, Madagascar",-25.17613271,46.08937803,15,745
Antananarivo Renivohitra,Madagascar,Madagascar,"Antananarivo Renivohitra, Madagascar",-18.9085,47.5375,Androy,Madagascar,Madagascar,"Ambovombe-Androy, Madagascar",-25.17613271,46.08937803,21,1000
Fenerive Est,Madagascar,Madagascar,"Fenerive Est, Madagascar",-17.3843,49.4098,Androy,Madagascar,Madagascar,"Ambovombe-Androy, Madagascar",-25.17613271,46.08937803,29,1332
Sainte-Marie,Madagascar,Madagascar,"Sainte-Marie, Madagascar",-16.9167,49.9,Androy,Madagascar,Madagascar,"Ambovombe-Androy, Madagascar",-25.17613271,46.08937803,31.75,1420
Maroantsetra,Madagascar,Madagascar,"Maroantsetra, Madagascar",-15.4309,49.7583,Androy,Madagascar,Madagascar,"Ambovombe-Androy, Madagascar",-25.17613271,46.08937803,42,1626
Mananara,Madagascar,Madagascar,"Mananara, Madagascar",-16.1702,49.7741,Androy,Madagascar,Madagascar,"Ambovombe-Androy, Madagascar",-25.17613271,46.08937803,36,1520
Soanierana Ivongo,Madagascar,Madagascar,"Soanierana Ivongo, Madagascar",-16.9261,49.5871,Androy,Madagascar,Madagascar,"Ambovombe-Androy, Madagascar",-25.17613271,46.08937803,30,1395
Taolagnaro,Madagascar,Madagascar,"Taolagnaro, Madagascar",-25.0316,46.99,Androy,Madagascar,Madagascar,"Ambovombe-Androy, Madagascar",-25.17613271,46.08937803,3,107
Ampanihy,Madagascar,Madagascar,"Ampanihy, Madagascar",-24.69353,44.74662,Androy,Madagascar,Madagascar,"Ambovombe-Androy, Madagascar",-25.17613271,46.08937803,5.13,214
Toliary I,Madagascar,Madagascar,"Toliara, Madagascar",-23.35,43.6667,Androy,Madagascar,Madagascar,"Ambovombe-Androy, Madagascar",-25.17613271,46.08937803,11,499
Benenitra,Madagascar,Madagascar,"Benenitra, Madagascar",-23.4522,45.0781,Androy,Madagascar,Madagascar,"Ambovombe-Androy, Madagascar",-25.17613271,46.08937803,9.46,424
Midongy,Madagascar,Madagascar,"Midongy, Madagascar",-23.42605,47.05908,Androy,Madagascar,Madagascar,"Ambovombe-Androy, Madagascar",-25.17613271,46.08937803,22.5,469
Farafangana,Madagascar,Madagascar,"Farafangana, Madagascar",-22.8167,47.8167,Androy,Madagascar,Madagascar,"Ambovombe-Androy, Madagascar",-25.17613271,46.08937803,13,420
Vangaindrano,Madagascar,Madagascar,"Vangaindrano, Madagascar",-23.3505,47.6088,Androy,Madagascar,Madagascar,"Ambovombe-Androy, Madagascar",-25.17613271,46.08937803,12,345
Toamasina I,Madagascar,Madagascar,"Toamasina I, Madagascar",-18.1499,49.4023,Androy,Madagascar,Madagascar,"Ambovombe-Androy, Madagascar",-25.17613271,46.08937803,27,1234
Maevatanana,Madagascar,Madagascar,"Maevatanana, Madagascar",-16.9504,46.8281,Androy,Madagascar,Madagascar,"Ambovombe-Androy, Madagascar",-25.17613271,46.08937803,26,1317
Mahajanga I,Madagascar,Madagascar,"Mahajanga I, Madagascar",-15.7167,46.3167,Androy,Madagascar,Madagascar,"Ambovombe-Androy, Madagascar",-25.17613271,46.08937803,31,1572
Ambanja,Madagascar,Madagascar,"Ambanja, Madagascar",-13.6804,48.4555,Androy,Madagascar,Madagascar,"Ambovombe-Androy, Madagascar",-25.17613271,46.08937803,38,1881
Miarinarivo,Madagascar,Madagascar,"Miarinarivo, Madagascar",-18.9608,46.9036,Androy,Madagascar,Madagascar,"Ambovombe-Androy, Madagascar",-25.17613271,46.08937803,21,1020
Maintirano,Madagascar,Madagascar,"Maintirano, Madagascar",-18.0646,44.0295,Androy,Madagascar,Madagascar,"Ambovombe-Androy, Madagascar",-25.17613271,46.08937803,26,1335
Morondava,Madagascar,Madagascar,"Morondava, Madagascar",-20.2847,44.3175,Androy,Madagascar,Madagascar,"Ambovombe-Androy, Madagascar",-25.17613271,46.08937803,19,1059
